,True Mask Accuracy,Sky Mask Accuracy
334,0.98663330078125,0.98748779296875
335,0.9970703125,1.0
336,1.0,1.0
337,1.0,1.0
338,1.0,1.0
339,1.0,1.0
340,0.97344970703125,0.97344970703125
341,1.0,1.0
342,1.0,1.0
343,1.0,1.0
344,1.0,1.0
345,1.0,1.0
346,1.0,1.0
347,0.9432373046875,0.915283203125
348,0.9637451171875,0.95648193359375
349,0.99957275390625,0.99957275390625
350,1.0,1.0
351,1.0,1.0
352,1.0,1.0
353,0.99334716796875,1.0
354,1.0,1.0
355,1.0,1.0
356,0.94732666015625,0.95721435546875
357,1.0,1.0
358,0.93701171875,0.93328857421875
359,1.0,1.0
360,0.99786376953125,0.99786376953125
361,0.99755859375,0.99755859375
362,0.90081787109375,0.92962646484375
363,0.9771728515625,0.9879150390625
364,1.0,1.0
365,1.0,1.0
366,1.0,1.0
367,1.0,1.0
368,1.0,1.0
369,0.9774169921875,0.98345947265625
370,1.0,1.0
371,1.0,1.0
372,1.0,1.0
373,1.0,1.0
374,1.0,1.0
375,1.0,1.0
376,1.0,1.0
377,1.0,1.0
378,0.91534423828125,0.9161376953125
379,0.95831298828125,1.0
380,0.95855712890625,0.98944091796875
381,0.78533935546875,0.8565673828125
382,0.92333984375,0.92474365234375
383,0.92022705078125,0.9654541015625
384,1.0,1.0
385,1.0,1.0
386,1.0,1.0
387,0.8992919921875,0.9752197265625
388,0.99835205078125,1.0
389,1.0,1.0
390,1.0,1.0
391,1.0,1.0
392,1.0,1.0
393,1.0,1.0
394,0.950927734375,0.96142578125
395,1.0,1.0
396,1.0,1.0
397,1.0,1.0
398,1.0,1.0
399,1.0,1.0
400,1.0,1.0
401,1.0,1.0
402,0.97308349609375,0.98040771484375
403,1.0,1.0
404,1.0,1.0
405,1.0,1.0
406,1.0,1.0
407,1.0,1.0
408,1.0,1.0
409,1.0,1.0
410,1.0,1.0
411,1.0,1.0
412,1.0,1.0
413,0.994873046875,0.994873046875
414,0.92376708984375,0.9298095703125
415,1.0,1.0
416,1.0,1.0
417,1.0,1.0
418,1.0,1.0
419,0.92919921875,0.990234375
420,1.0,1.0
421,1.0,1.0
422,1.0,1.0
423,0.99261474609375,0.99261474609375
424,1.0,1.0
425,1.0,1.0
426,1.0,1.0
427,1.0,1.0
428,0.97735595703125,0.94317626953125
429,1.0,1.0
430,1.0,1.0
431,1.0,1.0
432,0.9945068359375,0.9945068359375
433,1.0,1.0
434,1.0,1.0
435,1.0,1.0
436,0.96533203125,0.99658203125
437,0.99969482421875,0.99969482421875
438,1.0,1.0
439,0.95550537109375,1.0
440,1.0,1.0
441,1.0,1.0
442,1.0,1.0
443,1.0,1.0
444,1.0,1.0
445,1.0,1.0
446,0.9969482421875,1.0
447,0.99981689453125,0.99981689453125
448,1.0,1.0
449,1.0,1.0
450,0.9976806640625,0.9976806640625
451,1.0,1.0
452,1.0,1.0
453,0.9754638671875,1.0
454,0.98394775390625,1.0
455,1.0,1.0
456,0.95672607421875,0.94927978515625
457,1.0,1.0
458,1.0,1.0
459,1.0,1.0
460,1.0,1.0
461,1.0,1.0
462,1.0,1.0
463,1.0,1.0
464,0.94683837890625,0.94683837890625
465,1.0,1.0
466,1.0,1.0
467,0.995361328125,1.0
468,1.0,1.0
469,1.0,1.0
470,0.9871826171875,0.99249267578125
471,1.0,1.0
472,1.0,1.0
473,1.0,1.0
474,1.0,1.0
475,1.0,1.0
476,1.0,1.0
477,1.0,1.0
478,1.0,1.0
479,1.0,1.0
480,1.0,1.0
481,0.95904541015625,0.93951416015625
482,0.97735595703125,0.98590087890625
483,1.0,1.0
484,0.9749755859375,0.9722900390625
485,1.0,1.0
486,1.0,1.0
487,1.0,1.0
488,1.0,1.0
489,1.0,1.0
490,1.0,1.0
491,1.0,1.0
492,1.0,1.0
493,0.95367431640625,0.99420166015625
494,1.0,1.0
495,1.0,1.0
496,1.0,1.0
497,1.0,1.0
498,1.0,1.0
499,0.92059326171875,0.9613037109375
500,0.9515380859375,0.96002197265625
501,1.0,1.0
502,1.0,1.0
503,1.0,1.0
504,1.0,1.0
505,0.95477294921875,0.9476318359375
506,1.0,1.0
507,1.0,1.0
508,1.0,1.0
509,1.0,1.0
510,1.0,1.0
511,1.0,1.0
512,1.0,1.0
513,0.9901123046875,0.9901123046875
514,1.0,1.0
515,1.0,1.0
516,1.0,1.0
517,0.99237060546875,1.0
518,1.0,1.0
519,1.0,1.0
520,0.94586181640625,0.91143798828125
521,0.96453857421875,0.95587158203125
522,0.9774169921875,1.0
523,0.962890625,0.96246337890625
524,1.0,1.0
525,1.0,1.0
526,1.0,1.0
527,0.9990234375,0.9990234375
528,1.0,1.0
529,1.0,1.0
530,1.0,1.0
531,0.83135986328125,0.9874267578125
532,1.0,1.0
533,1.0,1.0
534,1.0,1.0
535,1.0,1.0
536,0.9786376953125,0.9786376953125
537,1.0,1.0
538,1.0,1.0
539,1.0,1.0
540,1.0,1.0
541,1.0,1.0
542,1.0,1.0
543,0.98016357421875,0.96295166015625
544,0.97698974609375,1.0
545,1.0,1.0
546,1.0,1.0
547,1.0,1.0
548,1.0,1.0
549,1.0,1.0
550,0.96197509765625,0.9730224609375
551,0.99993896484375,0.99993896484375
552,1.0,1.0
553,1.0,1.0
554,0.9705810546875,1.0
555,0.97021484375,0.98828125
556,0.970458984375,0.96881103515625
557,1.0,1.0
558,1.0,1.0
559,0.9996337890625,0.9996337890625
560,1.0,1.0
561,1.0,1.0
562,1.0,1.0
563,1.0,1.0
564,0.92181396484375,0.90191650390625
565,1.0,1.0
566,1.0,1.0
567,0.97967529296875,1.0
568,0.98968505859375,0.98968505859375
569,0.9947509765625,0.9947509765625
570,1.0,1.0
571,0.97576904296875,0.97576904296875
572,1.0,1.0
573,1.0,1.0
574,0.99755859375,0.99755859375
575,0.959228515625,0.99847412109375
576,0.986328125,1.0
577,0.99981689453125,0.99981689453125
578,0.95123291015625,0.88079833984375
579,0.9921875,0.9945068359375
580,1.0,1.0
581,1.0,1.0
582,0.8834228515625,0.84820556640625
583,1.0,1.0
584,1.0,1.0
585,1.0,1.0
586,0.95721435546875,0.9140625
587,1.0,1.0
588,0.94000244140625,0.98870849609375
589,1.0,1.0
590,1.0,1.0
591,0.976806640625,0.99188232421875
592,1.0,1.0
593,0.87957763671875,0.8643798828125
594,1.0,1.0
595,0.90533447265625,0.94598388671875
596,1.0,1.0
597,1.0,1.0
598,1.0,1.0
599,1.0,1.0
600,1.0,1.0
601,1.0,1.0
602,1.0,1.0
603,0.9259033203125,0.94085693359375
604,1.0,1.0
605,1.0,1.0
606,0.99005126953125,0.9927978515625
607,1.0,1.0
608,1.0,1.0
609,1.0,1.0
610,1.0,1.0
611,1.0,1.0
612,0.95758056640625,0.91619873046875
613,0.99462890625,1.0
614,1.0,1.0
615,0.9683837890625,0.974853515625
616,1.0,1.0
617,1.0,1.0
618,0.94970703125,0.9990234375
619,1.0,1.0
620,1.0,1.0
621,1.0,1.0
622,0.93951416015625,1.0
623,1.0,1.0
624,1.0,1.0
625,0.99151611328125,0.99822998046875
626,1.0,1.0
627,1.0,1.0
628,1.0,1.0
629,0.98248291015625,0.97491455078125
630,1.0,1.0
631,0.97113037109375,1.0
632,1.0,1.0
633,1.0,1.0
634,1.0,1.0
635,0.96221923828125,0.96221923828125
636,1.0,1.0
637,1.0,1.0
638,0.9747314453125,0.9747314453125
639,0.91558837890625,0.9334716796875
640,1.0,1.0
641,1.0,1.0
642,1.0,1.0
643,0.9932861328125,0.998046875
644,1.0,1.0
645,1.0,1.0
646,1.0,1.0
647,1.0,1.0
648,1.0,1.0
649,0.97711181640625,0.95361328125
650,0.9822998046875,0.95355224609375
651,1.0,1.0
652,1.0,1.0
653,0.99591064453125,0.99761962890625
654,1.0,1.0
655,0.98272705078125,0.98321533203125
656,1.0,1.0
657,0.84454345703125,0.90625
658,1.0,1.0
659,1.0,1.0
660,1.0,1.0
661,1.0,1.0
662,1.0,1.0
663,1.0,1.0
664,0.9521484375,0.991943359375
665,1.0,1.0
666,1.0,1.0
667,1.0,1.0
668,1.0,1.0
669,1.0,1.0
670,1.0,1.0
671,0.8887939453125,0.99273681640625
672,1.0,1.0
673,0.97216796875,0.99969482421875
674,0.94073486328125,0.8929443359375
675,0.95318603515625,0.9219970703125
676,0.9931640625,0.9931640625
677,1.0,1.0
678,1.0,1.0
679,1.0,1.0
680,1.0,1.0
681,0.92822265625,0.954833984375
682,1.0,1.0
683,0.97845458984375,0.981689453125
684,0.999267578125,0.999267578125
685,1.0,1.0
686,0.9925537109375,0.9925537109375
687,1.0,1.0
688,1.0,1.0
689,1.0,1.0
690,1.0,1.0
691,1.0,1.0
692,1.0,1.0
693,0.95465087890625,0.9071044921875
694,1.0,1.0
695,0.9998779296875,0.9998779296875
696,1.0,1.0
697,0.9735107421875,0.97314453125
698,1.0,1.0
699,1.0,1.0
700,0.94622802734375,0.90826416015625
701,1.0,1.0
702,1.0,1.0
703,1.0,1.0
704,0.99200439453125,0.99200439453125
705,1.0,1.0
706,1.0,1.0
707,1.0,1.0
708,1.0,1.0
709,1.0,1.0
710,1.0,1.0
711,1.0,1.0
712,0.99530029296875,1.0
713,1.0,1.0
714,1.0,1.0
715,0.95709228515625,0.982666015625
716,1.0,1.0
717,1.0,1.0
718,1.0,1.0
719,1.0,1.0
720,1.0,1.0
721,0.92645263671875,0.89666748046875
722,1.0,1.0
723,1.0,1.0
724,1.0,1.0
725,0.98443603515625,0.9847412109375
726,1.0,1.0
727,1.0,1.0
728,1.0,1.0
729,1.0,1.0
730,1.0,1.0
731,1.0,1.0
732,1.0,1.0
733,1.0,1.0
734,1.0,1.0
735,1.0,1.0
736,1.0,1.0
737,1.0,1.0
738,0.9342041015625,0.911376953125
739,0.97259521484375,0.9691162109375
740,0.99896240234375,0.99896240234375
741,1.0,1.0
742,1.0,1.0
743,1.0,1.0
744,1.0,1.0
745,1.0,1.0
746,1.0,1.0
747,1.0,1.0
748,0.92132568359375,0.92132568359375
749,0.9862060546875,0.9771728515625
750,1.0,1.0
751,1.0,1.0
752,1.0,1.0
753,1.0,1.0
754,1.0,1.0
755,0.99896240234375,0.99896240234375
756,1.0,1.0
757,1.0,1.0
758,0.96728515625,1.0
759,1.0,1.0
760,0.9931640625,0.9931640625
761,1.0,1.0
762,0.95599365234375,0.96136474609375
763,1.0,1.0
764,1.0,1.0
765,0.9630126953125,0.9405517578125
766,0.95184326171875,0.96337890625
767,1.0,1.0
768,0.9771728515625,0.95489501953125
769,1.0,1.0
770,0.972412109375,1.0
771,1.0,1.0
772,1.0,1.0
773,1.0,1.0
774,1.0,1.0
775,1.0,1.0
776,0.979248046875,0.95794677734375
777,1.0,1.0
778,1.0,1.0
779,1.0,1.0
780,0.97314453125,0.99652099609375
781,1.0,1.0
782,0.91937255859375,0.99176025390625
783,1.0,1.0
784,1.0,1.0
785,1.0,1.0
786,1.0,1.0
787,0.9893798828125,0.98968505859375
788,1.0,1.0
789,0.94805908203125,0.96319580078125
790,1.0,1.0
791,0.9571533203125,1.0
792,1.0,1.0
793,0.89227294921875,0.9990234375
794,1.0,1.0
795,1.0,1.0
796,1.0,1.0
797,1.0,1.0
798,1.0,1.0
799,1.0,1.0
800,0.97869873046875,1.0
801,1.0,1.0
802,1.0,1.0
803,1.0,1.0
804,1.0,1.0
805,0.99261474609375,0.99261474609375
806,1.0,1.0
807,1.0,1.0
808,0.9716796875,0.9588623046875
809,0.92584228515625,0.993896484375
810,1.0,1.0
811,1.0,1.0
812,0.99029541015625,0.99029541015625
813,0.97052001953125,0.99896240234375
814,1.0,1.0
815,1.0,1.0
816,0.9798583984375,0.9722900390625
817,1.0,1.0
818,0.99212646484375,0.99212646484375
819,1.0,1.0
820,1.0,1.0
821,0.98870849609375,0.98870849609375
822,0.951416015625,0.94091796875
823,1.0,1.0
824,0.98089599609375,0.98480224609375
825,1.0,1.0
826,1.0,1.0
827,1.0,1.0
828,1.0,1.0
829,1.0,1.0
830,0.96173095703125,0.9774169921875
831,1.0,1.0
832,1.0,1.0
833,0.9453125,0.92266845703125
834,1.0,1.0
835,1.0,1.0
836,1.0,1.0
837,1.0,1.0
838,0.96087646484375,0.94915771484375
839,1.0,1.0
840,1.0,1.0
841,0.98590087890625,0.96331787109375
842,1.0,1.0
843,1.0,1.0
844,1.0,1.0
845,0.93408203125,0.9656982421875
846,1.0,1.0
847,1.0,1.0
848,1.0,1.0
849,1.0,1.0
850,1.0,1.0
851,1.0,1.0
852,1.0,1.0
853,1.0,1.0
854,1.0,1.0
855,0.9368896484375,0.87969970703125
856,1.0,1.0
857,1.0,1.0
858,1.0,1.0
859,1.0,1.0
860,0.99322509765625,0.9932861328125
861,1.0,1.0
862,0.9859619140625,0.9693603515625
863,1.0,1.0
864,0.94970703125,0.94647216796875
865,1.0,1.0
866,1.0,1.0
867,0.90057373046875,0.89312744140625
868,0.97296142578125,0.9483642578125
869,1.0,1.0
870,1.0,1.0
871,1.0,1.0
872,1.0,1.0
873,1.0,1.0
874,1.0,1.0
875,1.0,1.0
876,1.0,1.0
877,1.0,1.0
878,0.97576904296875,0.94610595703125
879,1.0,1.0
880,0.942138671875,0.955078125
881,1.0,1.0
882,1.0,1.0
883,1.0,1.0
884,1.0,1.0
885,0.9635009765625,0.99822998046875
886,1.0,1.0
887,0.98016357421875,1.0
888,0.81671142578125,0.898193359375
889,1.0,1.0
890,1.0,1.0
891,0.9521484375,1.0
892,1.0,1.0
893,0.966796875,0.966796875
894,1.0,1.0
895,0.99896240234375,0.99896240234375
896,1.0,1.0
897,1.0,1.0
898,1.0,1.0
899,1.0,1.0
900,1.0,1.0
901,0.9649658203125,0.99993896484375
902,0.99212646484375,0.97454833984375
903,0.99652099609375,0.99652099609375
904,1.0,1.0
905,1.0,1.0
906,1.0,1.0
907,1.0,1.0
908,1.0,1.0
909,1.0,1.0
910,1.0,1.0
911,1.0,1.0
912,1.0,1.0
913,1.0,1.0
914,1.0,1.0
915,1.0,1.0
916,1.0,1.0
917,1.0,1.0
918,1.0,1.0
919,1.0,1.0
920,1.0,1.0
921,1.0,1.0
922,1.0,1.0
923,1.0,1.0
924,1.0,1.0
925,1.0,1.0
926,0.9552001953125,1.0
927,0.95458984375,0.99072265625
928,1.0,1.0
929,1.0,1.0
930,0.88604736328125,0.967041015625
931,1.0,1.0
932,1.0,1.0
933,0.9998779296875,0.9998779296875
934,1.0,1.0
935,0.9996337890625,0.9996337890625
936,1.0,1.0
937,0.99932861328125,0.99932861328125
938,1.0,1.0
939,1.0,1.0
940,1.0,1.0
941,1.0,1.0
942,0.97998046875,0.97418212890625
943,1.0,1.0
944,1.0,1.0
945,1.0,1.0
946,1.0,1.0
947,1.0,1.0
948,1.0,1.0
949,1.0,1.0
950,1.0,1.0
951,1.0,1.0
952,1.0,1.0
953,0.95965576171875,0.9241943359375
954,1.0,1.0
955,1.0,1.0
956,1.0,1.0
957,1.0,1.0
958,1.0,1.0
959,1.0,1.0
960,1.0,1.0
961,1.0,1.0
962,1.0,1.0
963,1.0,1.0
964,1.0,1.0
965,1.0,1.0
966,1.0,1.0
967,1.0,1.0
968,1.0,1.0
969,1.0,1.0
970,1.0,1.0
971,1.0,1.0
972,1.0,1.0
973,1.0,1.0
974,1.0,1.0
975,1.0,1.0
976,1.0,1.0
977,1.0,1.0
978,0.90777587890625,0.94720458984375
979,1.0,1.0
980,0.96282958984375,0.9278564453125
981,0.8184814453125,0.9793701171875
982,1.0,1.0
983,1.0,1.0
984,0.97900390625,0.97540283203125
985,0.989013671875,1.0
986,0.9903564453125,0.98944091796875
987,1.0,1.0
988,0.96148681640625,0.9464111328125
989,1.0,1.0
990,0.9783935546875,0.99591064453125
991,1.0,1.0
992,1.0,1.0
993,0.996337890625,0.996337890625
994,0.95257568359375,0.982421875
995,0.99652099609375,0.99652099609375
996,1.0,1.0
997,1.0,1.0
998,1.0,1.0
999,1.0,1.0
1000,1.0,1.0
1001,1.0,1.0
1002,0.9556884765625,0.9556884765625
1003,0.97198486328125,1.0
1004,1.0,1.0
1005,1.0,1.0
1006,1.0,1.0
1007,1.0,1.0
1008,1.0,1.0
1009,1.0,1.0
1010,1.0,1.0
1011,1.0,1.0
1012,1.0,1.0
1013,1.0,1.0
1014,1.0,1.0
1015,1.0,1.0
1016,1.0,1.0
1017,0.985107421875,0.99993896484375
1018,1.0,1.0
1019,0.9993896484375,0.9993896484375
1020,1.0,1.0
1021,1.0,1.0
1022,1.0,1.0
1023,0.8974609375,0.900634765625
1024,1.0,1.0
1025,1.0,1.0
1026,1.0,1.0
1027,1.0,1.0
1028,1.0,1.0
1029,1.0,1.0
1030,0.9825439453125,0.9637451171875
1031,0.91131591796875,0.9415283203125
1032,1.0,1.0
1033,1.0,1.0
1034,0.96807861328125,0.941162109375
1035,1.0,1.0
1036,1.0,1.0
1037,1.0,1.0
1038,1.0,1.0
1039,1.0,1.0
1040,0.999267578125,0.999267578125
1041,1.0,1.0
1042,1.0,1.0
1043,1.0,1.0
1044,1.0,1.0
1045,1.0,1.0
1046,1.0,1.0
1047,0.92828369140625,0.84423828125
1048,1.0,1.0
1049,1.0,1.0
1050,1.0,1.0
1051,1.0,1.0
1052,1.0,1.0
1053,1.0,1.0
1054,1.0,1.0
1055,1.0,1.0
1056,1.0,1.0
1057,1.0,1.0
1058,0.9736328125,0.98345947265625
1059,0.97235107421875,1.0
1060,1.0,1.0
1061,1.0,1.0
1062,1.0,1.0
1063,0.95989990234375,0.95587158203125
1064,1.0,1.0
1065,1.0,1.0
1066,1.0,1.0
1067,1.0,1.0
1068,1.0,1.0
1069,1.0,1.0
1070,0.99102783203125,0.99102783203125
1071,0.956298828125,0.99273681640625
1072,1.0,1.0
1073,1.0,1.0
1074,0.95941162109375,1.0
1075,0.992431640625,0.992431640625
1076,1.0,1.0
1077,0.96881103515625,0.99359130859375
1078,1.0,1.0
1079,1.0,1.0
1080,0.98272705078125,1.0
1081,1.0,1.0
1082,1.0,1.0
1083,1.0,1.0
1084,1.0,1.0
1085,1.0,1.0
1086,0.92333984375,0.92333984375
1087,0.947265625,0.99993896484375
1088,1.0,1.0
1089,0.998779296875,0.998779296875
1090,1.0,1.0
1091,0.96063232421875,0.928955078125
1092,1.0,1.0
1093,1.0,1.0
1094,1.0,1.0
1095,0.94927978515625,0.9869384765625
1096,0.95489501953125,1.0
1097,1.0,1.0
1098,0.9696044921875,0.9696044921875
1099,1.0,1.0
1100,1.0,1.0
1101,1.0,1.0
1102,1.0,1.0
1103,1.0,1.0
1104,1.0,1.0
1105,1.0,1.0
1106,0.93023681640625,0.97210693359375
1107,1.0,1.0
1108,0.9786376953125,0.995849609375
1109,0.8109130859375,0.9285888671875
1110,1.0,1.0
1111,1.0,1.0
1112,1.0,1.0
1113,1.0,1.0
1114,1.0,1.0
1115,1.0,1.0
1116,0.99859619140625,0.99859619140625
1117,1.0,1.0
1118,0.9619140625,0.92620849609375
1119,0.93017578125,0.93096923828125
1120,0.94915771484375,0.9610595703125
1121,1.0,1.0
1122,0.94793701171875,0.97161865234375
1123,1.0,1.0
1124,0.98211669921875,0.98211669921875
1125,1.0,1.0
1126,1.0,1.0
1127,1.0,1.0
1128,1.0,1.0
1129,1.0,1.0
1130,0.99932861328125,0.99932861328125
1131,1.0,1.0
1132,1.0,1.0
1133,0.9365234375,0.95465087890625
1134,1.0,1.0
1135,0.93731689453125,0.9091796875
1136,0.88116455078125,0.9403076171875
1137,1.0,1.0
1138,0.9283447265625,0.94598388671875
1139,0.981689453125,0.981689453125
1140,0.96844482421875,0.999755859375
1141,1.0,1.0
1142,0.9578857421875,0.9415283203125
1143,0.99029541015625,0.9822998046875
1144,1.0,1.0
1145,0.955322265625,0.970703125
1146,1.0,1.0
1147,1.0,1.0
1148,1.0,1.0
1149,1.0,1.0
1150,1.0,1.0
